,text,sentiment_value
1644," : See Oprah, Reese Witherspoon and Mindy Kaling as celestial beings in Disney's new trailer for 'A Wrinkle in Time'... ",neu
1645, : A   from   TO YOU! #BTSxAMAs #AMAs  ,neu
1646, : How To Talk To A Family Member About Politics And Also The Fact That Their New Jewelry Business Is A Pyramid Scheme  ,neu
1647, : I need a guy who can keep up with me on an eventful Saturday night and then kick it with me on a Sunday,neu
1648, : Proud to live in a country where so many brave men & women selflessly devote their life to their country   ,pos
1649, : Thanks to   keithcookestudio and of course my hub Robin for a successful event at...  ,pos
1650,  TELL SUSAN TO SAVE ME A SPOT TAKING CARE OF NEWBORN BABIES PLZ THX ILY,pos
1651, : FINAL: Nebraska hands   a 92-70 loss in Lincoln. #BigSkyMBB,neg
1652, : i bet vminkook rate each others nudes aafshd guk gets mad cause tae only gives him a solid six for his dickpic whil... ,neg
1653," : [Instiz] The company that can receive the rookie award, daesang and first place on yearly digital music charts if t... ",pos
1654," : Don't worry! 
Proud  representing Ahgase !!  #JacksonxAMAs  ",neg
1655," : 3. the wire
2. the sopranos
1. this two-minute clip of nathan for you  ",neu
1656, : Eat my hole while I use my fleshlight  Check out the entire vid on   or... ,neu
1657, : I hate when a woman says she hates something about her body and a man says Id still fuck like thats suppose to... ,neg
1658,"It has been a great show so far & I've gotten most results wrong to this point, so I'll just say I've been looking...  ",pos
1659,  they even changed a piece of my sternum to someone else. These are heinous assholes,neg
1660,    No she's lying & she knows it. C-16 has nothing to do with a secretly recorded conversation. It...  ,neg
1661," : RETWEET & FOLLOW & 1 lucky RTer will #win a 100 #love2shop #voucher when we reach 10,000 FLWS!!!!! #PleaseBeMe... ",pos
1662,  needs to    ,neu
1663," : Teacher,

Your words have Weight, they can bring Kids down.
Your words have Height, they can lift Kids up.
Your wor... ",neu
1664,"maybe we just werent right, but thats a lie, deny it as much as we want , but in time our feelings will show",neg
1665," : Fun Fact: Susan Rice has a net worth of $50 million as a career U.S. public servant on a maximum salary of $172,000.  ",pos
1666," : Steve Kerr on the Trump, LaVar stuff: ""Two people seeking attention...It'd be nice if you stopped covering both of... ",pos
1667," : I dont know what love felt like until i met you, but now i know what a broken heart feels like too.",neg
1668, : any bitch that thinks i'm worried about her is a dumb bitch.,neg
1669, :       Remember the outpouring of goodwill for John McCain? People left than... ,neu
1670," : EXO-L, gap in SOTY dropped to 27K. We are about to lose daesang categories. We need every single vote to prevent lo... ",neg
1671,Who wants to listen to a live commentary of Harry Potter and the Sorcerers Stone?,neu
1672, : Obama left Otto Warmbier in a communist prison to die. Trump saved three young basketball players from spending up... ,neg
1673," : Liberal Professor Arrested For Attacking Conservative Students at Anti-Trump Rally.
Tariq Khan, a 39 year old PhD c... ",neg
1674, : Please watch this  ,pos
1675, : Your first wife said you raped her.  ,neg
1676,  Wow that's a lot of cattle for November,pos
1677, : K-pop group BTS hits the red carpet at the #AMAs.    ,neu
1678, : #BTSARMY came out to play! Get ready for     performance today with our K-Pop channel:... ,pos
1679, : Sheree been cursing party planners out for YEARS. Youd think theyd know by now.  #RHOA,pos
1680, : A lot of men only hate promiscuous women because they don't personally benefit from their promiscuousness,neg
1681, : 2017 in a nutshell  ,neu
1682,He looks like a crook with concussion.  ,pos
1683, : Dont make a promise you gon struggle to keep,pos
1684, : Can i ask for a request from the 4k armys who are going to be at the arena. please stay silent until it's fanchants... ,pos
1685," : JK at BBMAs: eating biscuits

Jk at AMAs: eating again

Someone give this kid a little more food...

#AMAs ... ",pos
1686, : he literally just has a bag of snacks  ,neu
1687,  A CARPET BURN MY DUDE. .. i'm losing it.... lmfao ....,pos
1688, : It feels truly obscene that a nation as rich as ours does this to its people.  ,pos
1689," : Amazon has almost no stores 
Uber owns almost no cars 
Facebook creates no content 
Alibaba has no inventory ... ",neg
1690,"  Yup. I started when I was 14, and if someone cooks meat in the house I feel a bit ill. Especially fried chicken.",neg
1691, : Bet you havent seen a David #Beckham interview like this! #KidsTakeover #WorldChildrensDay  ,pos
1692,Why Is The State Of Charles Mansons Health Such A Mystery?  ,neu
1693,"Dak Prescott is cool under pressure always makes the right read....throws with accuracy, has a good arm and his lea...  ",pos
1694, : I care a great deal about the #values children acquire. It's all in The Billy Books series:   ,pos
1695," : EXO-L, LETS VOTE.  
Dont get distracted and just do your best. We can win this! 

Mwave:... ",pos
1696," : I ate a Popeyes biscuit, dry, with no drink  ",neg
1697, : Issa lie. Issa trap. Theyve already submitted. Start your work.  ,neg
1698," : 171120 Rachel Platten posted a photo with   RM, Jimin and J-hope #BTSxAMAs #AMAs LOL NAMJOONs FACE  (... ",pos
1699," : Great to see them in a single frame. This is what we call picture perfect.
#RamCharan #SSRajamouli #NTR #Tollywood  ",pos
1700," : I ate a Popeyes biscuit, dry, with no drink  ",neg
1701,sssshhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh...  ,neu
1702, : I went to a freakin desert today what is life  ,neu
1703," : I ate a Popeyes biscuit, dry, with no drink  ",neg
1704, : AMAs LIVESTREAM RT TO SAVE A LIFE   ,pos
1705," : Puerto Rico is about the same size as Connecticut, yet two months after the hurricane half of the island is still w... ",neu
1706, : I care a great deal about the #values children acquire. It's all in The Billy Books series:   ,pos
1707,Officially a director for   and   ,neu
1708,"#Jamaika
#RBSSTU
#Tatort
An ambitious young man has a goal and seeks to achieve it. Click No. 1 to achieve this.  ",pos
1709, : im still convinced its a dog with sunglasses  ,pos
1710,"Watch lesbian movie:  
Two big ass girls lesbo out on each other before d  ",neg
1711,    Yeah I had an 80% guess that theyd copyright claim it but as its more for having fun th...  ,pos
1712," : 171120 Rachel Platten posted a photo with   RM, Jimin and J-hope #BTSxAMAs #AMAs LOL NAMJOONs FACE  (... ",pos
1713,Mama's Heart: A true to life story of tragedy and hope (Tapestry Book 1) by VJJ Dunn   #RRBC #Readers...  ,pos
1714, : A daughter is a mother's Bestfriend  my mini  ,neu
1715, : Oh my. Dont screw with a free press.  ,pos
1716, : Gave this Sixers fan a Gus Johnson Remix because he deserves it  ,pos
1717," : Dear  : As public servants, we help people because it is the right thing to do, not because we want... ",pos
1718, : A stark contrast between POTUS 45s team  and FAKE REDLINE NObama (Mr Platitude)   ,neg
1719," : JK at BBMAs: eating biscuits

Jk at AMAs: eating again

Someone give this kid a little more food...

#AMAs ... ",pos
1720,"Im looking for a very game mechanically sound & combat oriented gameplay oriented BioShock 4, in the line of BS2 & Doom 2016.",neg
1721, : Even mother nature excited about Incredibles 2 we all been waiting too long  ,pos
1722,"Blanchardville Fire paged to Cty H for a residential structure fire.

it is unoccupied",neg
1723, : Couple shots of ciroc & half a zoot  ,neu
1724, : Throwback to when RB Leipzig started in a 2-0-8 formation and scored after just 8.6 seconds   ,neu
1725," : In her only TV performance of 2017, Selena Gomez just returned to the #AMAs stage with a bang:... ",neu
1726," : Step 1) Shoplift in a foreign country Step 2) Get caught 
Step 3) The POTUS intervenes to get you home 
Step 4) Hav... ",neu
1727,      Omg....a walking bedspread.,neu
1728,"He approached me & said: can I tell u something? Youre quite beautiful.
I look very simple & kind of sickesh tod...  ",pos
1729, : What if I have a child that's allergic to dogs and I have to get rid of the child,neg
1730, : a true legend #AMAs  #SHAWNxAMAs  ,pos
1731," : Object destructuring (*) works for Arrays:

> const {0:a, 2:b, length:l} = ['foo', 'bar', 'baz'];
> a
'foo'
> b
'ba... ",neu
1732, : Deonandi is weaponised. Shia is weaponised. Now Barelvi is weaponised. There cannot be a surer way to creating bloo... ,pos
1733," : Reminder that the Keystone pipeline, which was heralded as a boom for ""thousands"" of American jobs and just spilled... ",neu
1734, : So rape?...  ,neu
1735, : What I fear is a fruitless death. #TWD  ,neg
1736," : Luckily nobody was killed in this scaffolding collapse in Manhattan (SoHo).

I do want to point out the men and wom... ",neg
1737,"And instead of merely disagreeing just bc you ""think"" it's false. It's not hard to find the truth by reading about...  ",pos
1738,".  left in a sling, could miss time,
but   season should not be over.
 ",neg
1739,Philippians 4:13 I can do all this through him who gives me strength.,pos
1740," : good statements for men to practice:
1) Im sorry
2) I shouldnt have done that
3) no problem, goodnight
4) dude, d... ",neg
1741, : if the awards are 3 hours at least 2 of those are ads i swear to god,pos
1742, : Im going to c a movie and I passed by a hobo in the front. I gave her some money & then she told me she watched icarly...,neu
1743," : Here's another livestream for the #AMAs

I'm voting for   for New Artist Of The Year Presented by T-Mo... ",neu
1744,  Bruh bring me a slice!,neu
1745,    Go Vote,neu
1746, : RETWEET ! This is a VITALLY IMPORTANT THREAD FOR the #RESISTANCE TO READ with regard to the massive BLOCKLIST Louis... ,pos
1747, : PREV. 171119 American Music Awards 2017 # #SUGA #  D-TOWN SONIC  ,pos
1748, : READ THIS.  ,neu
1749, : A huge congrats to  . Such a great guy and that team has been on it all year. ,pos
1750,"I played the Search the Waves mini game in Paradise Island 2, and my score was: 20 #ParadiseIsland2 #GameInsight",pos
1751," : [MAMA #ARMYCloseTheGap] 10:30AM KST

#1 Song of The Year: +12 
#2 Best Dance Perf: -1.200M [+8K]
#2 Best Music Vide... ",pos
1752, :     damn what a bitch,neg
1753," : This elephant thought a swimming man was in trouble, and rushed to his rescue   ",pos
1754, : Detroit woman's son has been in jail in China for over a year  ,neu
1755,Omg  look at all of that beautiful      is doing a #giveaway  on...  ,pos
1756, : This might be the best suggestion i seen on twitter all year  ,pos
1757,You want to make a lot of money working as a web cam model? Visit    and get all the info to start! FREE!! Share!,pos
1758, : 2017 in a nutshell  ,neu
1759, : I'm simultaneously a masterpiece and a work in progress  ,pos
1760, : A WOMAN!  ,neu
1761," : I treat people how I want to be treated until I notice a lack of reciprocity. Then, I begin to treat them how they... ",pos
1762, : I just peep and act different no need to tell a mf what they did cause mfs know what they do doing ,neg
1763, : wow ppl actually have passions that consume their entire life and they wholeheartedly without a doubt want to pursu... ,pos
1764," : Kim Taehyung, a Shawn Mendes fanboy
#BTSxAMAs #AMAs  ",neu
1765,Whats a good pure sharp build,pos
1766,Me after taking down a protective style  ,neu
1767, : How to get through a panic attack while it's happening   via    ,neg
1768, : Two types of mood when a girl you never saw before sits on your lap  ,neu
